chapter,div_no,div_name,code,descrip,nchs113,nchsti,type
II.  NEOPLASMS,187,Malignant neoplasm of penis and other male genital organs,187.4,"Penis, part unspecified",40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,187,Malignant neoplasm of penis and other male genital organs,187.5,Epididymis,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,187,Malignant neoplasm of penis and other male genital organs,187.6,Spermatic cord,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,187,Malignant neoplasm of penis and other male genital organs,187.7,Scrotum,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,187,Malignant neoplasm of penis and other male genital organs,187.8,Other [see Note 3 at beginning of Chapter II],40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,187,Malignant neoplasm of penis and other male genital organs,187.9,Site unspecified,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,188,Malignant neoplasm of bladder,188.0,Trigone,33,Malignant neoplasm of bladder,Chronic
II.  NEOPLASMS,188,Malignant neoplasm of bladder,188.1,Dome,33,Malignant neoplasm of bladder,Chronic
II.  NEOPLASMS,188,Malignant neoplasm of bladder,188.2,Lateral wall,33,Malignant neoplasm of bladder,Chronic
II.  NEOPLASMS,188,Malignant neoplasm of bladder,188.3,Anterior wall,33,Malignant neoplasm of bladder,Chronic
II.  NEOPLASMS,188,Malignant neoplasm of bladder,188.4,Posterior wall,33,Malignant neoplasm of bladder,Chronic
II.  NEOPLASMS,188,Malignant neoplasm of bladder,188.5,Bladder neck,33,Malignant neoplasm of bladder,Chronic
II.  NEOPLASMS,188,Malignant neoplasm of bladder,188.6,Ureteric orifice,33,Malignant neoplasm of bladder,Chronic
II.  NEOPLASMS,188,Malignant neoplasm of bladder,188.7,Urachus,33,Malignant neoplasm of bladder,Chronic
II.  NEOPLASMS,188,Malignant neoplasm of bladder,188.8,Other [see Note 3 at beginning of Chapter II],33,Malignant neoplasm of bladder,Chronic
II.  NEOPLASMS,188,Malignant neoplasm of bladder,188.9,Part unspecified,33,Malignant neoplasm of bladder,Chronic
II.  NEOPLASMS,189,Malignant neoplasm of kidney and other and unspecified urinary organs,189.0,"Kidney, except pelvis",32,Malignant neoplasms of kidney and renal pelvis,Chronic
II.  NEOPLASMS,189,Malignant neoplasm of kidney and other and unspecified urinary organs,189.1,Renal pelvis,32,Malignant neoplasms of kidney and renal pelvis,Chronic
II.  NEOPLASMS,189,Malignant neoplasm of kidney and other and unspecified urinary organs,189.2,Ureter,32,Malignant neoplasms of kidney and renal pelvis,Chronic
II.  NEOPLASMS,189,Malignant neoplasm of kidney and other and unspecified urinary organs,189.3,Urethra,32,Malignant neoplasms of kidney and renal pelvis,Chronic
II.  NEOPLASMS,189,Malignant neoplasm of kidney and other and unspecified urinary organs,189.4,Paraurethral glands,32,Malignant neoplasms of kidney and renal pelvis,Chronic
II.  NEOPLASMS,189,Malignant neoplasm of kidney and other and unspecified urinary organs,189.8,Other [see Note 3 at beginning of Chapter II],32,Malignant neoplasms of kidney and renal pelvis,Chronic
II.  NEOPLASMS,189,Malignant neoplasm of kidney and other and unspecified urinary organs,189.9,Site unspecified,32,Malignant neoplasms of kidney and renal pelvis,Chronic
II.  NEOPLASMS,190,Malignant neoplasm of eye,190.0,"Eyeball, except conjunctiva, cornea, retina, and choroid",40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,190,Malignant neoplasm of eye,190.1,Orbit,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,190,Malignant neoplasm of eye,190.2,Lacrimal gland,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,190,Malignant neoplasm of eye,190.3,Conjunctiva,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,190,Malignant neoplasm of eye,190.4,Cornea,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,190,Malignant neoplasm of eye,190.5,Retina,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,190,Malignant neoplasm of eye,190.6,Choroid,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,190,Malignant neoplasm of eye,190.7,Lacrimal duct,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,190,Malignant neoplasm of eye,190.8,Other [see Note 3 at beginning of Chapter II],40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,190,Malignant neoplasm of eye,190.9,Part unspecified,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,191,Malignant neoplasm of brain,191.0,"Cerebrum, except lobes and ventricles",34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,191,Malignant neoplasm of brain,191.1,Frontal lobe,34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,191,Malignant neoplasm of brain,191.2,Temporal lobe,34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,191,Malignant neoplasm of brain,191.3,Parietal lobe,34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,191,Malignant neoplasm of brain,191.4,Occipital lobe,34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,191,Malignant neoplasm of brain,191.5,Ventricles,34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,191,Malignant neoplasm of brain,191.6,Cerebellum,34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,191,Malignant neoplasm of brain,191.7,Brain stem,34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,191,Malignant neoplasm of brain,191.8,Other [see Note 3 at beginning of Chapter II],34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,191,Malignant neoplasm of brain,191.9,"Brain, unspecified",34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,192,Malignant neoplasm of other and unspecified parts of nervous system,192.0,Cranial nerves,34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,192,Malignant neoplasm of other and unspecified parts of nervous system,192.1,Cerebral meninges,34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,192,Malignant neoplasm of other and unspecified parts of nervous system,192.2,Spinal cord,34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,192,Malignant neoplasm of other and unspecified parts of nervous system,192.3,Spinal meninges,34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,192,Malignant neoplasm of other and unspecified parts of nervous system,192.8,Other [see Note 3 at beginning of Chapter II],34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,192,Malignant neoplasm of other and unspecified parts of nervous system,192.9,Part unspecified,34,"Malignant neoplasms of meninges, brain and other parts of central nervous system",Chronic
II.  NEOPLASMS,194,Malignant neoplasm of other endocrine glands and related structures,194.0,Suprarenal gland,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,194,Malignant neoplasm of other endocrine glands and related structures,194.1,Parathyroid gland,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,194,Malignant neoplasm of other endocrine glands and related structures,194.3,Pituitary gland and craniopharyngeal duct,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,194,Malignant neoplasm of other endocrine glands and related structures,194.4,Pineal gland,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,194,Malignant neoplasm of other endocrine glands and related structures,194.5,Carotid body,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,194,Malignant neoplasm of other endocrine glands and related structures,194.6,Aortic body and other paraganglia,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,194,Malignant neoplasm of other endocrine glands and related structures,194.8,Other,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,194,Malignant neoplasm of other endocrine glands and related structures,194.9,Site unspecified,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,195,Malignant neoplasm of other and ill-defined sites,195.0,"Head, face, and neck",40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,195,Malignant neoplasm of other and ill-defined sites,195.1,Thorax,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,195,Malignant neoplasm of other and ill-defined sites,195.2,Abdomen,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,195,Malignant neoplasm of other and ill-defined sites,195.3,Pelvis,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,195,Malignant neoplasm of other and ill-defined sites,195.4,Upper limb,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,195,Malignant neoplasm of other and ill-defined sites,195.5,Lower limb,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,195,Malignant neoplasm of other and ill-defined sites,195.8,Other specified sites,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,196,Secondary and unspecified malignant neoplasm of lymph nodes,196.0,"Head, face, and neck",40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,196,Secondary and unspecified malignant neoplasm of lymph nodes,196.1,Intrathoracic,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,196,Secondary and unspecified malignant neoplasm of lymph nodes,196.2,Intra-abdominal,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,196,Secondary and unspecified malignant neoplasm of lymph nodes,196.3,Axilla and upper limb,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,196,Secondary and unspecified malignant neoplasm of lymph nodes,196.5,Inguinal and lower limb,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,196,Secondary and unspecified malignant neoplasm of lymph nodes,196.6,Intrapelvic lymph nodes,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,196,Secondary and unspecified malignant neoplasm of lymph nodes,196.8,Multiple sites,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,196,Secondary and unspecified malignant neoplasm of lymph nodes,196.9,Site unspecified,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,197,Secondary malignant neoplasm of respiratory and digestive systems,197.0,Lung,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,197,Secondary malignant neoplasm of respiratory and digestive systems,197.1,Mediastinum,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,197,Secondary malignant neoplasm of respiratory and digestive systems,197.2,Pleura,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,197,Secondary malignant neoplasm of respiratory and digestive systems,197.3,Other respiratory organs,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,197,Secondary malignant neoplasm of respiratory and digestive systems,197.4,"Small intestine, including duodenum",40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,197,Secondary malignant neoplasm of respiratory and digestive systems,197.5,Large intestine and rectum,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,197,Secondary malignant neoplasm of respiratory and digestive systems,197.6,Retroperitoneum and peritoneum,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,197,Secondary malignant neoplasm of respiratory and digestive systems,197.7,Liver,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,197,Secondary malignant neoplasm of respiratory and digestive systems,197.8,Other digestive organs,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,198,Secondary malignant neoplasm of other specified sites,198.0,Kidney,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,198,Secondary malignant neoplasm of other specified sites,198.1,Other urinary organs,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,198,Secondary malignant neoplasm of other specified sites,198.2,Skin,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,198,Secondary malignant neoplasm of other specified sites,198.3,Brain and spinal cord,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,198,Secondary malignant neoplasm of other specified sites,198.4,Other parts of nervous system,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,198,Secondary malignant neoplasm of other specified sites,198.5,Bone and bone marrow,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,198,Secondary malignant neoplasm of other specified sites,198.6,Ovary,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,198,Secondary malignant neoplasm of other specified sites,198.7,Suprarenal gland,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,198,Secondary malignant neoplasm of other specified sites,198.8,Other specified sites,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,199,Malignant neoplasm without specification of site,199.0,Disseminated,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,199,Malignant neoplasm without specification of site,199.1,Other,40,All other and unspecified malignant neoplasms,Chronic
II.  NEOPLASMS,200,Lymphosarcoma and reticulosarcoma,200.0,Reticulosarcoma,36,Non-Hodgkins lymphoma,Chronic
II.  NEOPLASMS,200,Lymphosarcoma and reticulosarcoma,200.1,Lymphosarcoma,36,Non-Hodgkins lymphoma,Chronic
II.  NEOPLASMS,200,Lymphosarcoma and reticulosarcoma,200.2,Burkitt's tumor,36,Non-Hodgkins lymphoma,Chronic
II.  NEOPLASMS,200,Lymphosarcoma and reticulosarcoma,200.8,Other named variants,36,Non-Hodgkins lymphoma,Chronic
II.  NEOPLASMS,201,Hodgkin's disease,201.0,Hodgkin's paragranuloma,35,Hodgkins disease,Chronic
II.  NEOPLASMS,201,Hodgkin's disease,201.1,Hodgkin's granuloma,35,Hodgkins disease,Chronic
II.  NEOPLASMS,201,Hodgkin's disease,201.2,Hodgkin's sarcoma,35,Hodgkins disease,Chronic
II.  NEOPLASMS,201,Hodgkin's disease,201.4,Lymphocytic-histiocytic predominance,35,Hodgkins disease,Chronic
II.  NEOPLASMS,201,Hodgkin's disease,201.5,Nodular sclerosis,35,Hodgkins disease,Chronic
II.  NEOPLASMS,201,Hodgkin's disease,201.6,Mixed cellularity,35,Hodgkins disease,Chronic
II.  NEOPLASMS,201,Hodgkin's disease,201.7,Lymphocytic depletion,35,Hodgkins disease,Chronic
II.  NEOPLASMS,201,Hodgkin's disease,201.9,Unspecified,35,Hodgkins disease,Chronic
II.  NEOPLASMS,202,Other malignant neoplasms of lymphoid and histiocytic tissue,202.0,Nodular lymphoma,36,Non-Hodgkins lymphoma,Chronic
II.  NEOPLASMS,202,Other malignant neoplasms of lymphoid and histiocytic tissue,202.1,Mycosis fungoides,36,Non-Hodgkins lymphoma,Chronic
II.  NEOPLASMS,202,Other malignant neoplasms of lymphoid and histiocytic tissue,202.2,S‚zary's disease,36,Non-Hodgkins lymphoma,Chronic
II.  NEOPLASMS,202,Other malignant neoplasms of lymphoid and histiocytic tissue,202.3,Malignant histiocytosis,36,Non-Hodgkins lymphoma,Chronic
II.  NEOPLASMS,202,Other malignant neoplasms of lymphoid and histiocytic tissue,202.4,Leukemic reticuloendotheliosis,36,Non-Hodgkins lymphoma,Chronic
II.  NEOPLASMS,202,Other malignant neoplasms of lymphoid and histiocytic tissue,202.5,Letterer-Siwe disease,36,Non-Hodgkins lymphoma,Chronic
II.  NEOPLASMS,202,Other malignant neoplasms of lymphoid and histiocytic tissue,202.6,Malignant mast-cell tumors,36,Non-Hodgkins lymphoma,Chronic
II.  NEOPLASMS,202,Other malignant neoplasms of lymphoid and histiocytic tissue,202.8,Other lymphomas,36,Non-Hodgkins lymphoma,Chronic
II.  NEOPLASMS,202,Other malignant neoplasms of lymphoid and histiocytic tissue,202.9,Other and unspecified,36,Non-Hodgkins lymphoma,Chronic
II.  NEOPLASMS,203,Multiple myeloma and immunoproliferative neoplasms,203.0,Multiple myeloma,38,Multiple myeloma and immunoproliferative neoplasms,Chronic
II.  NEOPLASMS,203,Multiple myeloma and immunoproliferative neoplasms,203.1,Plasma cell leukemia,38,Multiple myeloma and immunoproliferative neoplasms,Chronic
II.  NEOPLASMS,203,Multiple myeloma and immunoproliferative neoplasms,203.8,Other immunoproliferative neoplasms,38,Multiple myeloma and immunoproliferative neoplasms,Chronic
II.  NEOPLASMS,204,Lymphoid leukemia,204.0,Acute,37,Leukemia,Chronic
II.  NEOPLASMS,204,Lymphoid leukemia,204.1,Chronic,37,Leukemia,Chronic
II.  NEOPLASMS,204,Lymphoid leukemia,204.2,Subacute,37,Leukemia,Chronic
II.  NEOPLASMS,204,Lymphoid leukemia,204.8,Other,37,Leukemia,Chronic
II.  NEOPLASMS,204,Lymphoid leukemia,204.9,Unspecified,37,Leukemia,Chronic
II.  NEOPLASMS,205,Myeloid leukemia,205.0,Acute,37,Leukemia,Chronic
II.  NEOPLASMS,205,Myeloid leukemia,205.1,Chronic,37,Leukemia,Chronic
II.  NEOPLASMS,205,Myeloid leukemia,205.2,Subacute,37,Leukemia,Chronic
II.  NEOPLASMS,205,Myeloid leukemia,205.3,Myeloid sarcoma,37,Leukemia,Chronic
II.  NEOPLASMS,205,Myeloid leukemia,205.8,Other,37,Leukemia,Chronic
II.  NEOPLASMS,205,Myeloid leukemia,205.9,Unspecified,37,Leukemia,Chronic
II.  NEOPLASMS,206,Monocytic leukemia,206.0,Acute,37,Leukemia,Chronic
II.  NEOPLASMS,206,Monocytic leukemia,206.1,Chronic,37,Leukemia,Chronic
II.  NEOPLASMS,206,Monocytic leukemia,206.2,Subacute,37,Leukemia,Chronic
II.  NEOPLASMS,206,Monocytic leukemia,206.8,Other,37,Leukemia,Chronic
II.  NEOPLASMS,206,Monocytic leukemia,206.9,Unspecified,37,Leukemia,Chronic
II.  NEOPLASMS,207,Other specified leukemia,207.0,Acute erythremia and erythroleukemia,37,Leukemia,Chronic
II.  NEOPLASMS,207,Other specified leukemia,207.1,Chronic erythremia,37,Leukemia,Chronic
II.  NEOPLASMS,207,Other specified leukemia,207.2,Megakaryocytic leukemia,37,Leukemia,Chronic
II.  NEOPLASMS,207,Other specified leukemia,207.8,Other,37,Leukemia,Chronic
II.  NEOPLASMS,208,Leukemia of unspecified cell type,208.0,Acute,37,Leukemia,Chronic
II.  NEOPLASMS,208,Leukemia of unspecified cell type,208.1,Chronic,37,Leukemia,Chronic
II.  NEOPLASMS,208,Leukemia of unspecified cell type,208.2,Subacute,37,Leukemia,Chronic
II.  NEOPLASMS,208,Leukemia of unspecified cell type,208.8,Other,37,Leukemia,Chronic
II.  NEOPLASMS,208,Leukemia of unspecified cell type,208.9,Unspecified,37,Leukemia,Chronic
II.  NEOPLASMS,210,"Benign neoplasm of lip, oral cavity, and pharynx",210.0,Lip,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,210,"Benign neoplasm of lip, oral cavity, and pharynx",210.1,Tongue,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,210,"Benign neoplasm of lip, oral cavity, and pharynx",210.2,Major salivary glands,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,210,"Benign neoplasm of lip, oral cavity, and pharynx",210.3,Floor of mouth,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,210,"Benign neoplasm of lip, oral cavity, and pharynx",210.4,Other and unspecified parts of mouth,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,210,"Benign neoplasm of lip, oral cavity, and pharynx",210.5,Tonsil,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,210,"Benign neoplasm of lip, oral cavity, and pharynx",210.6,Other parts of oropharynx,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,210,"Benign neoplasm of lip, oral cavity, and pharynx",210.7,Nasopharynx,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,210,"Benign neoplasm of lip, oral cavity, and pharynx",210.8,Hypopharynx,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,210,"Benign neoplasm of lip, oral cavity, and pharynx",210.9,"Pharynx, unspecified",41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,211,Benign neoplasm of other parts of digestive system,211.0,Esophagus,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,211,Benign neoplasm of other parts of digestive system,211.1,Stomach,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,211,Benign neoplasm of other parts of digestive system,211.2,"Small intestine, including duodenum",41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,211,Benign neoplasm of other parts of digestive system,211.3,Colon,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,211,Benign neoplasm of other parts of digestive system,211.4,Rectum and anal canal,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,211,Benign neoplasm of other parts of digestive system,211.5,Liver and biliary passages,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,211,Benign neoplasm of other parts of digestive system,211.6,"Pancreas, except islets of Langerhans",41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,211,Benign neoplasm of other parts of digestive system,211.7,Islets of Langerhans,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,211,Benign neoplasm of other parts of digestive system,211.8,Retroperitoneum and peritoneum,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,211,Benign neoplasm of other parts of digestive system,211.9,Other and unspecified site,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,212,Benign neoplasm of respiratory and intrathoracic organs,212.0,"Nasal cavities, middle ear, and accessory sinuses",41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,212,Benign neoplasm of respiratory and intrathoracic organs,212.1,Larynx,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,212,Benign neoplasm of respiratory and intrathoracic organs,212.2,Trachea,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,212,Benign neoplasm of respiratory and intrathoracic organs,212.3,Bronchus and lung,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,212,Benign neoplasm of respiratory and intrathoracic organs,212.4,Pleura,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,212,Benign neoplasm of respiratory and intrathoracic organs,212.5,Mediastinum,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,212,Benign neoplasm of respiratory and intrathoracic organs,212.6,Thymus,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,212,Benign neoplasm of respiratory and intrathoracic organs,212.7,Heart,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,212,Benign neoplasm of respiratory and intrathoracic organs,212.8,Other specified sites,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,212,Benign neoplasm of respiratory and intrathoracic organs,212.9,Site unspecified,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,213,Benign neoplasm of bone and articular cartilage,213.0,Bones of skull and face,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,213,Benign neoplasm of bone and articular cartilage,213.1,Lower jaw bone,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,213,Benign neoplasm of bone and articular cartilage,213.2,"Vertebral column, excluding sacrum and coccyx",41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,213,Benign neoplasm of bone and articular cartilage,213.3,"Ribs, sternum, and clavicle",41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,213,Benign neoplasm of bone and articular cartilage,213.4,Long bones of upper limb and scapula,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,213,Benign neoplasm of bone and articular cartilage,213.5,"Upper limb, short bones",41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,213,Benign neoplasm of bone and articular cartilage,213.6,"Pelvic bones, sacrum, and coccyx",41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,213,Benign neoplasm of bone and articular cartilage,213.7,"Lower limb, long bones",41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,213,Benign neoplasm of bone and articular cartilage,213.8,"Lower limb, short bones",41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,213,Benign neoplasm of bone and articular cartilage,213.9,Site unspecified,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,215,Other benign neoplasm of connective and other soft tissue,215.0,"Head, face, and neck",41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,215,Other benign neoplasm of connective and other soft tissue,215.2,"Upper limb, including shoulder",41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,215,Other benign neoplasm of connective and other soft tissue,215.3,"Lower limb, including hip",41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,215,Other benign neoplasm of connective and other soft tissue,215.4,Thorax,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,215,Other benign neoplasm of connective and other soft tissue,215.5,Abdomen,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,215,Other benign neoplasm of connective and other soft tissue,215.6,Pelvis,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,215,Other benign neoplasm of connective and other soft tissue,215.7,"Trunk, unspecified",41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,215,Other benign neoplasm of connective and other soft tissue,215.8,Other specified sites,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,215,Other benign neoplasm of connective and other soft tissue,215.9,Site unspecified,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
II.  NEOPLASMS,216,Benign neoplasm of skin,216.0,Skin of lip,41,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",Chronic
