chapter,div_nos,div_name,code,descrip,year_add,year_del,mc_only
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F14.4,"""Mental and behavioral disorders due to use of cocaine, withdrawal state with delirium""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F14.5,"""Mental and behavioral disorders due to use of cocaine, psychotic disorder""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F14.6,"""Mental and behavioral disorders due to use of cocaine, amnesic syndrome""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F14.7,"""Mental and behavioral disorders due to use of cocaine, residual and late-onset psychotic disorder""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F14.8,Other mental and behavioral disorders due to use of cocaine,1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F14.9,Unspecified mental and behavioral disorder due to use of cocaine,1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F15.0,"""Mental and behavioral disorders due to use of other stimulants, including caffeine, acute intoxication""",1999,2009,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F15.1,"""Mental and behavioral disorders due to use of other stimulants, including caffeine, harmful use""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F15.2,"""Mental and behavioral disorders due to use of other stimulants, including caffeine, dependence syndrome""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F15.3,"""Mental and behavioral disorders due to use of other stimulants, including caffeine, withdrawal state""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F15.4,"""Mental and behavioral disorders due to use of other stimulants, including caffeine, withdrawal state with delirium""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F15.5,"""Mental and behavioral disorders due to use of other stimulants, including caffeine, psychotic disorder""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F15.6,"""Mental and behavioral disorders due to use of other stimulants, including caffeine, amnesic syndrome""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F15.7,"""Mental and behavioral disorders due to use of other stimulants, including caffeine, residual and late-onset psychotic disorder""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F15.8,"""Other mental and behavioral disorders due to use of other stimulants, including caffeine""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F15.9,"""Unspecified mental and behavioral disorder due to use of other stimulants, including caffeine""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F16.0,"""Mental and behavioral disorders due to use of hallucinogens, acute intoxication""",1999,2009,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F16.1,"""Mental and behavioral disorders due to use of hallucinogens, harmful use""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F16.2,"""Mental and behavioral disorders due to use of hallucinogens, dependence syndrome""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F16.3,"""Mental and behavioral disorders due to use of hallucinogens, withdrawal state""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F16.4,"""Mental and behavioral disorders due to use of hallucinogens, withdrawal state with delirium""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F16.5,"""Mental and behavioral disorders due to use of hallucinogens, psychotic disorder""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F16.6,"""Mental and behavioral disorders due to use of hallucinogens, amnesic syndrome""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F16.7,"""Mental and behavioral disorders due to use of hallucinogens, residual and late-onset psychotic disorder""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F16.8,Other mental and behavioral disorders due to use of hallucinogens,1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F16.9,Unspecified mental and behavioral disorder due to use of hallucinogens,1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F17.0,"""Mental and behavioral disorders due to use of tobacco, acute intoxication""",1999,2009,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F17.1,"""Mental and behavioral disorders due to use of tobacco, harmful use""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F17.2,"""Mental and behavioral disorders due to use of tobacco, dependence syndrome""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F17.3,"""Mental and behavioral disorders due to use of tobacco, withdrawal state""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F17.4,"""Mental and behavioral disorders due to use of tobacco, withdrawal state with delirium""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F17.5,"""Mental and behavioral disorders due to use of tobacco, psychotic disorder""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F17.6,"""Mental and behavioral disorders due to use of tobacco, amnesic syndrome""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F17.7,"""Mental and behavioral disorders due to use of tobacco, residual and late-onset psychotic disorder""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F17.8,Other mental and behavioral disorders due to use of tobacco,1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F17.9,Unspecified mental and behavioral disorder due to use of tobacco,1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F18.0,"""Mental and behavioral disorders due to use of volatile solvents, acute intoxication""",1999,2009,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F18.1,"""Mental and behavioral disorders due to use of volatile solvents, harmful use""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F18.2,"""Mental and behavioral disorders due to use of volatile solvents, dependence syndrome""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F18.3,"""Mental and behavioral disorders due to use of volatile solvents, withdrawal state""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F18.4,"""Mental and behavioral disorders due to use of volatile solvents, withdrawal state with delirium""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F18.5,"""Mental and behavioral disorders due to use of volatile solvents, psychotic disorder""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F18.6,"""Mental and behavioral disorders due to use of volatile solvents, amnesic syndrome""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F18.7,"""Mental and behavioral disorders due to use of volatile solvents, residual and late-onset psychotic disorder""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F18.8,Other mental and behavioral disorders due to use of volatile solvents,1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F18.9,Unspecified mental and behavioral disorder due to use of volatile solvents,1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F19.0,"""Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances, acute intoxication""",1999,2009,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F19.1,"""Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances, harmful use""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F19.2,"""Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F19.3,"""Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances, withdrawal state""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F19.4,"""Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances, withdrawal state with delirium""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F19.5,"""Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances, psychotic disorder""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F19.6,"""Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances, amnesic syndrome""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F19.7,"""Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances, residual and late-onset psychotic disorder""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F19.8,Other mental and behavioral disorders due to multiple drug use and use of other psychoactive substances,1999,0,0
F01-F99	V. Mental and behavioral disorders,F10-F19,Mental and behavioral disorders due to psychoactive substance use,F19.9,Unspecified mental and behavioral disorder due to multiple drug use and use of other psychoactive substances,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F20.0,Paranoid schizophrenia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F20.1,Hebephrenic schizophrenia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F20.2,Catatonic schizophrenia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F20.3,Undifferentiated schizophrenia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F20.4,Postschizophrenic depression,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F20.5,Residual schizophrenia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F20.6,Simple schizophrenia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F20.8,Other schizophrenia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F20.9,"""Schizophrenia, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F22.0,Delusional disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F22.8,Other persistent delusional disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F22.9,"""Persistent delusional disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F23.0,Acute polymorphic psychotic disorder without symptoms of schizophrenia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F23.1,Acute polymorphic psychotic disorder with symptoms of schizophrenia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F23.2,Acute schizophrenia-like psychotic disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F23.3,Other acute predominantly delusional psychotic disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F23.8,Other acute and transient psychotic disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F23.9,"""Acute and transient psychotic disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F25.0,"""Schizoaffective disorder, manic type""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F25.1,"""Schizoaffective disorder, depressive type""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F25.2,"""Schizoaffective disorder, mixed type""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F25.8,Other schizoaffective disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F20-F29,"""Schizophrenia, schizotypal and delusional disorders""",F25.9,"""Schizoaffective disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F30.0,Hypomania,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F30.1,Mania without psychotic symptoms,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F30.2,Mania with psychotic symptoms,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F30.8,Other manic episodes,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F30.9,"""Manic episode, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F31.0,"""Bipolar affective disorder, current episode hypomanic""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F31.1,"""Bipolar affective disorder, current episode manic without psychotic symptoms""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F31.2,"""Bipolar affective disorder, current episode manic with psychotic symptoms""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F31.3,"""Bipolar affective disorder, current episode mild or moderate depression""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F31.4,"""Bipolar affective disorder, current episode severe depression without psychotic symptoms""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F31.5,"""Bipolar affective disorder, current episode severe depression with psychotic symptoms""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F31.6,"""Bipolar affective disorder, current episode mixed""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F31.7,"""Bipolar affective disorder, currently in remission""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F31.8,Other bipolar affective disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F31.9,"""Bipolar affective disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F32.0,Mild depressive episode,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F32.1,Moderate depressive episode,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F32.2,Severe depressive episode without psychotic symptoms,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F32.3,Severe depressive episode with psychotic symptoms,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F32.8,Other depressive episodes,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F32.9,"""Depressive episode, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F33.0,"""Recurrent depressive disorder, current episode mild""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F33.1,"""Recurrent depressive disorder, current episode moderate""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F33.2,"""Recurrent depressive disorder, current episode severe without psychotic symptoms""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F33.3,"""Recurrent depressive disorder, current episode severe with psychotic symptoms""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F33.4,"""Recurrent depressive disorder, currently in remission""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F33.8,Other recurrent depressive disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F33.9,"""Recurrent depressive disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F34.0,Cyclothymia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F34.1,Dysthymia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F34.8,Other persistent mood [affective] disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F34.9,"""Persistent mood [affective] disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F38.0,Other single mood [affective] disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F38.1,Other recurrent mood [affective] disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F30-F39,Mood [affective] disorders,F38.8,Other specified mood [affective] disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F40.0,Agoraphobia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F40.1,Social phobias,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F40.2,Specific (isolated) phobias,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F40.8,Other phobic anxiety disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F40.9,"""Phobic anxiety disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F41.0,Panic disorder [episodic paroxysmal anxiety],1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F41.1,Generalized anxiety disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F41.2,Mixed anxiety and depressive disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F41.3,Other mixed anxiety disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F41.8,Other specified anxiety disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F41.9,"""Anxiety disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F42.0,Predominantly obsessional thoughts or ruminations,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F42.1,Predominantly compulsive acts [obsessional rituals],1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F42.2,Mixed obsessional thoughts and acts,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F42.8,Other obsessive-compulsive disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F42.9,"""Obsessive-compulsive disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F43.0,Acute stress reaction,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F43.1,Posttraumatic stress disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F43.2,Adjustment disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F43.8,Other reactions to severe stress,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F43.9,"""Reaction to severe stress, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F44.0,Dissociative amnesia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F44.1,Dissociative fugue,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F44.2,Dissociative stupor,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F44.3,Trance and possession disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F44.4,Dissociative motor disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F44.5,Dissociative convulsions,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F44.6,Dissociative anesthesia and sensory loss,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F44.7,Mixed dissociative [conversion] disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F44.8,Other dissociative [conversion] disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F44.9,"""Dissociative [conversion] disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F45.0,Somatization disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F45.1,Undifferentiated somatoform disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F45.2,Hypochondriacal disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F45.3,Somatoform autonomic dysfunction,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F45.4,Persistent somatoform pain disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F45.8,Other somatoform disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F45.9,"""Somatoform disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F48.0,Neurasthenia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F48.1,Depersonalization-derealization syndrome,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F48.8,Other specified neurotic disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F40-F48,"""Neurotic, stress-related and somatoform disorders""",F48.9,"""Neurotic disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F50.0,Anorexia nervosa,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F50.1,Atypical anorexia nervosa,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F50.2,Bulimia nervosa,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F50.3,Atypical bulimia nervosa,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F50.4,Overeating associated with other psychological disturbances,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F50.5,Vomiting associated with other psychological disturbances,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F50.8,Other eating disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F50.9,"""Eating disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F51.0,Nonorganic insomnia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F51.1,Nonorganic hypersomnia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F51.2,Nonorganic disorder of the sleep-wake schedule,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F51.3,Sleepwalking [somnambulism],1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F51.4,Sleep terrors [night terrors],1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F51.5,Nightmares,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F51.8,Other nonorganic sleep disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F51.9,"""Nonorganic sleep disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F52.0,Lack or loss of sexual desire,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F52.1,Sexual aversion and lack of sexual enjoyment,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F52.2,Failure of genital response,1999,0,0
